c_schoolname,district,areacode,address,date
私立快樂美樂蒂美語短期補習班,新店區,65000060,北宜路2段82之11號1樓及地下1樓,38545
私立牛津橋美語短期補習班,新店區,65000060,中興路1段168號1樓,38545
私立康乃爾文理短期補習班,新店區,65000060,安民街10號3樓,38488
私立新佳語文短期補習班,新店區,65000060,安和路3段111巷1之2號2樓,36647
私立菲力英語文理短期補習班,新店區,65000060,三民路75巷1弄14號1樓、2樓,37965
私立安祐語文短期補習班,新店區,65000060,安和路3段134號2樓,38355
私立優仕文理美術短期補習班,新店區,65000060,北宜路2段82-3號2樓及82-4號3樓、82-6號,38230
私立艾德生美語短期補習班,新店區,65000060,錦秀路41巷7號1樓,38195
私立蘇荷美術短期補習班,新店區,65000060,中興路1段163號1、2樓,38196
私立惠心語文短期補習班,新店區,65000060,北宜路1段107之4號,37476
私立昱新文理語文短期補習班,新店區,65000060,永安街56巷28號1樓、新和街33號1樓,38163
私立巨匠電腦股份有限公司新店分公司附設巨二電腦短期補習班,新店區,65000060,北新路2段93號1、2樓,38163
私立陽光森林文教股份有限公司台北縣分公司附設陽光森林新一語文短期補習班,新店區,65000060,建國路178號(1、2樓)及198巷10號(1、2樓),38111
私立漢光語文短期補習班,新店區,65000060,安康路三段275號3樓,38097
私立東昇文理短期補習班,新店區,65000060,中興路1段177號1、2樓、175號2樓,38070
私立詮能文理短期補習班,新店區,65000060,三民路71號1樓、75巷1弄3號1樓,37999
私立吉尼語文短期補習班,新店區,65000060,中華路1號2樓,37922
私立劍聲文理技藝短期補習班,新店區,65000060,明德路27號1、2樓及25號2樓,37846
私立新田文理語文短期補習班,新店區,65000060,北新路3段82號3樓、3樓之1、3樓之2,38049
何嘉仁文教事業股份有限公司附設私立嘉康文理短期補習班,新店區,65000060,安德街1、3號、3號2樓、安康路2段130之1號(1、2樓),37561
私立瀚霆文理短期補習班,新店區,65000060,明德路24號1、2樓,37784
私立維克美語短期補習班,新店區,65000060,二十張路139號3樓,37701
私立野獸派美術短期補習班,新店區,65000060,三民路147號1、2樓,37687
私立翰林學院文理短期補習班,新店區,65000060,中正路317號1樓,37636
私立捷進英語會話短期補習班,新店區,65000060,北新路一段333號1、2、3樓,32280
私立冠龍語文短期補習班,新店區,65000060,建國路150號3樓-1、-2、-3,38741
私立河合音樂舞蹈語文美術補習班,新店區,65000060,建國路131號2、3樓,39268
私立巨新文理電腦短期補習班,新店區,65000060,建國路19巷1號3樓,37449
私立無敵兒文理短期補習班,新店區,65000060,安德街47號2樓、48號4樓、49號1樓,36696
私立無敵堡語文短期補習班,新店區,65000060,安德街42號(1、2樓)、48號3樓,37211
羅馬文理短期補習班,新店區,65000060,安康路2段147號2樓,36007
私立凱撒琳文理補習班,新店區,65000060,安康路2段103號2樓、105號1、2樓,36837
私立安康珠心算短期補習班,新店區,65000060,安康路2段85巷13號1樓,36070
私立新世界語文心算短期補習班,新店區,65000060,安和路3段111巷1號2樓,36524
無尾熊文理語文技藝短期補習班,新店區,65000060,安和路3段111巷1號、109號2樓,36804
私立雙赫文理短期補習班,新店區,65000060,安和路2段215號2樓,37237
私立國際珠心算短期補習班(待確認),新店區,65000060,民族路182號,36724
私立地球村出版有限公司附設北新地球村語文短期補習班,新店區,65000060,北新路2段252號3樓、3樓之1、3樓之2、3樓之3,35505
私立尚品藝美學技藝文理短期補習班,新店區,65000060,北新路2段252號地下1樓之4,36718
私立學田文理短期補習班,新店區,65000060,北新路2段107、109號3樓、121巷15弄1、3號1樓,33352
私立珍珍舞蹈短期補習班,新店區,65000060,北新路2段5號3樓,35720
私立文華文理短期補習班,新店區,65000060,北宜路1段166、168號各2樓,36178
私立李氏姐妹英語短期補習班,新店區,65000060,中華路9號3樓,36973
私立成敏文理短期補習班,新店區,65000060,中華路1號6樓,36770
私立何嘉仁文教事業股份有限公司附設嘉新文理短期補習班,新店區,65000060,中正路190號3樓,36706
私立立群文理語文短期補習班,新店區,65000060,中正路190號6、7樓,33598
私立陽光森林文教股份有限公司臺北縣分公司附設陽光森林文理語文短期補習班,新店區,65000060,民權路95號(1、2樓)、95之1號(1、2樓),36483
私立木白荃文理短期補習班,新店區,65000060,大豐路039號2樓,36342
私立鴻儒文理短期補習班,新店區,65000060,三民路143巷22號2樓,35911
私立建豐文理技藝短期補習班,新店區,65000060,三民路42之3號2樓、42之2號2樓、42之1號2樓,36666
私立威斯頓文理語文短期補習班,新店區,65000060,三民路32-1號4樓,34102
私立格諾家音樂藝術學苑技藝短期補習班,新莊區,65000050,民安西路393號2樓,44879
私立樂馨音樂技藝短期補習班,新莊區,65000050,中平路127號2樓,45338
私立塏地安文理技藝短期補習班,新莊區,65000050,頭前路138號1層及夾層,45324
裕仁文教有公司附設私立裕仁文理短期補習班,新莊區,65000050,"中原路81-1號(1、2層)	",45289
私立康唯美語文理短期補習班,新莊區,65000050,"中原路91號2樓	",45283
私立愛樂者技藝短期補習班,新莊區,65000050,榮華路1段5號1樓、7號1樓,45280
私立漫蒔技藝短期補習班,新莊區,65000050,"福美街170號(1層)	",45251
私立文騰文理短期補習班,新莊區,65000050,復興路2段139號1樓及夾層,45244
私立悠默藝術技藝短期補習班,新莊區,65000050,中德路52號1樓,45233
私立耀笙文理技藝短期補習班,新莊區,65000050,中華路2段160號2樓,45226
私立麻辣文教文理短期補習班,新莊區,65000050,"新樹路767、769號(1、2層)	",45222
私立珺澤文理短期補習班,新莊區,65000050,昌和街59號1樓,45205
私立建北文理短期補習班,新莊區,65000050,中正路726-25號(1層),45186
私立融悅文理短期補習班,新莊區,65000050,榮華路2段20號1、2樓、22號1、2樓,45146
私立我也要學文理技藝短期補習班,新莊區,65000050,民安路218號2樓,45127
私立沃德文理短期補習班,新莊區,65000050,思源路192巷52號1、2樓,45023
私立智慧種子文理短期補習班,新莊區,65000050,雙鳳路74號1樓,44945
私立新學哲文理短期補習班,新莊區,65000050,幸福路827號2樓、829號1、2樓,44942
私立木慕美術技藝短期補習班,新莊區,65000050,富國路28號3樓,44933
私立卓岳文理短期補習班,新莊區,65000050,中和街59巷6號1樓,44932
私立儒林文理技藝短期補習班,新莊區,65000050,中正路新生巷81號1樓、83號1樓,44931
私立新藝森技藝短期補習班,新莊區,65000050,復興路1段79號2樓,44886
私立蕭邦技藝短期補習班,新莊區,65000050,民安東路31號2樓,44851
私立勝心文理技藝短期補習班,新莊區,65000050,昌隆街84號1樓,44831
私立幸福共學文理技藝短期補習班,新莊區,65000050,昌平街45號2樓、41巷2號1樓,44753
私立學悟處教育科技有限公司附設學悟處一對一光華文理短期補習班,新莊區,65000050,龍安路475號1、2樓,44739
私立得翔文理技藝短期補習班,新莊區,65000050,中和街155巷24弄83號(1層),44704
私立根基教育事業股份有限公司附設根基一對一文理短期補習班,新莊區,65000050,中正路175之1號(1樓)、177號(1樓)、179號(1樓),44697
私立根基教育事業股份有限公司附設深耕文理短期補習班,新莊區,65000050,中正路387號3樓,44684
私立捷登資優素養教育文理語文短期補習班,新莊區,65000050,中正路112號、112之1號、112之2號(各1、2層),44683
私立宏緯文理短期補習班,新莊區,65000050,富國路100號5樓、102號6樓,44673
私立耶魯思塾文理短期補習班,新莊區,65000050,中華路2段210巷9號(1樓),44666
私立睦學文理短期補習班,新莊區,65000050,昌平街82巷13弄6號(1層),44658
私立羽宸技藝文理短期補習班,新莊區,65000050,富貴路490號(1、2層),44583
私立喬安娜瑜伽技藝短期補習班,新莊區,65000050,中榮街49巷9號2樓,44578
私立育德菁英文理短期補習班,新莊區,65000050,龍安路27號(1樓及夾層)、66之5號,44537
達呈教育股份有限公司附設達呈文理短期補習班,新莊區,65000050,中正路197之10號(1、2樓),44510
私立緯盛文化股份有限公司附設兆勝文理技藝短期補習班,新莊區,65000050,富貴路90號4、5樓、92號(1樓),44484
私立榮登文理短期補習班,新莊區,65000050,中信街78號(1樓),44450
私立和聲音樂技藝短期補習班,新莊區,65000050,富貴路482號(1、2層),44445
私立柏拉森林文理短期補習班,新莊區,65000050,中正路336之1號2樓,44433
私立高陞文理短期補習班,新莊區,65000050,中港路48巷3號2樓,44419
私立大博教育文創有限公司附設太傅文理技藝短期補習班,新莊區,65000050,榮華路2段93號1樓(1、2層),44419
私立同學家讀書文理短期補習班,新莊區,65000050,中和街196號2樓,44419
私立好好叄號文理短期補習班,新莊區,65000050,成功街23號2樓、25號2樓,44407
私立探索者語文文理短期補習班,新莊區,65000050,中富街96號(1、2層)、100號(1、2層),44407
私立詮真文理短期補習班,新莊區,65000050,中正路110之3號(1、2樓),44407
私立典倫舞蹈技藝短期補習班,新莊區,65000050,新豐街13號2樓,44405
私立英程文教有限公司附設英程文理短期補習班,新莊區,65000050,龍安路69巷56號(1樓及夾層),43922
私立芯豐文理技藝短期補習班,新莊區,65000050,榮華路2段16號(1、2號)、18號(1、2樓),44309
私立新學耀文理技藝短期補習班,新莊區,65000050,中港路145號1、2樓,44309
私立自立文理短期補習班,新莊區,65000050,自立街85號(1樓),44305
私立艾米莉文理技藝短期補習班,新莊區,65000050,中平路398號2樓,44286
私立新大昇文理短期補習班,新莊區,65000050,中正路164號4樓,44278
孩子王文理技藝短期補習班,新莊區,65000050,中原路516號2樓之5、516號1樓,44251
私立魁士堡文理短期補習班,新莊區,65000050,中平路379號4樓,44224
私立冠全文理短期補習班,新莊區,65000050,中和街186巷10號(1樓),44211
私立傳繹文理短期補習班,新莊區,65000050,昌平街82巷13弄7號(1樓),44168
私立墨茗書齋文理短期補習班,新莊區,65000050,中原路109之5號(1樓),44168
私立禾立文理短期補習班,新莊區,65000050,建中街16巷5號1樓,44155
私立泰瑞文理短期補習班,新莊區,65000050,民安西路38巷17號1樓,44155
私立宋育文理短期補習班,新莊區,65000050,中平路134號2樓,44132
私立新生文理短期補習班,新莊區,65000050,中正路新生巷31號2樓,44092
私立大斑馬文理短期補習班,新莊區,65000050,後港一路117號3樓,44078
私立宏益文教有限公司附設宏益文理短期補習班,新莊區,65000050,中原路1號2樓,44061
私立優勢文教文理短期補習班,新莊區,65000050,新泰路305巷9號(1樓及夾層),44032
私立魔數思文理短期補習班,新莊區,65000050,昌平街31巷15號1樓,44015
私立全語言教育股份有限公司附設紐崴文理短期補習班,新莊區,65000050,中平路293、295號各2樓,44004
私立探索美語文理短期補習班,新莊區,65000050,公園一路127號(1樓),44004
私立汝思有限公司附設汝思文理短期補習班,新莊區,65000050,中央路106號1、2樓,43952
私立品富文理短期補習班,新莊區,65000050,中正路726之29號(1樓),43914
私立文欣文理美語短期補習班,新莊區,65000050,建安街101巷4弄2號1樓,37337
私立新生菊子美術技藝短期補習班,新莊區,65000050,龍安路515號2樓,43868
私立奇異果股份有限公司附設奇異鳥中平文理短期補習班,新莊區,65000050,中平路108號3樓,43860
私立好好貳號文理短期補習班,新莊區,65000050,八德街153巷17號(1樓),43843
學悟處教育科技有限公司附設私立學悟處一對一福營文理短期補習班,新莊區,65000050,民安路178號2樓,43843
私立奇異莊股份有限公司附設奇異鳥四維文理短期補習班,新莊區,65000050,四維路21號7樓、19號8樓、19號9樓之1,43832
私立晟昇文理短期補習班,新莊區,65000050,民安路207巷17號(1樓),43829
私立台灣知識庫股份有限公司附設洋碩甄戰數位學堂文理短期補習班,新莊區,65000050,中正路110號1、2樓,43817
私立捷成文理短期補習班,新莊區,65000050,昌平街82巷2號1樓,43790
私立學鼎文理短期補習班,新莊區,65000050,中平路184巷4號1樓,43774
私立育上文理短期補習班,新莊區,65000050,中正路新雅巷13號1樓,43768
私立樂學習文理短期補習班,新莊區,65000050,福德三街70號2樓,43761
私立習淼文理短期補習班,新莊區,65000050,中原路319之1號(1樓及及夾層),43759
私立易佰文理短期補習班,新莊區,65000050,龍安路108號(1、2樓),43657
私立正勝文理短期補習班,新莊區,65000050,民安路207巷8號1樓、民安西路5號(1層)、5之1號(2層),43626
私立新鐸文理短期補習班,新莊區,65000050,中榮街66巷12號1樓,43609
私立大手小手文理短期補習班,新莊區,65000050,中和街158號2樓,43591
私立故事樹教育文創有限公司附設故事樹文理短期補習班,新莊區,65000050,中央路230號2樓,43572
私立竟功文理短期補習班,新莊區,65000050,中平路81巷14號(1、2樓),43532
私立學哲文理短期補習班,新莊區,65000050,幸福路842號1樓,43510
私立惠文民安文理技藝短期補習班,新莊區,65000050,民安路207巷24之1號(1、2、3、4樓),43458
私立好好壹號文理短期補習班,新莊區,65000050,四維路21號12樓,43444
私立口袋大象榮富文理短期補習班,新莊區,65000050,中和街175巷1號(1、2樓),43417
私立宏韋文理短期補習班,新莊區,65000050,中平路3號6樓,43390
私立四季小鹿文理短期補習班,新莊區,65000050,中原東路59號(1樓及夾層),43350
私立高博文理短期補習班,新莊區,65000050,民安路180巷8之1號(2樓),43307
私立優適文教文理短期補習班,新莊區,65000050,新泰路348號1、2樓,43284
私立民生文理短期補習班,新莊區,65000050,中安街7號1、2樓,43263
私立書耕文理短期補習班,新莊區,65000050,中平路396號3樓,43244
私立權穎國際有限公司附設豐悅文理短期補習班,新莊區,65000050,中正路110之5號(1、2樓),43230
私立山葉文理短期補習班,新莊區,65000050,中港路349號1、2樓,43227
私立采樂技藝短期補習班,新莊區,65000050,中榮街56巷2號2樓,43209
私立布穀鳥美術短期補習班,新莊區,65000050,中平路378號2樓,43145
私立晨光學苑技藝文理短期補習班,新莊區,65000050,天祥街120巷8號(1樓及夾層),43140
私立菁鷹文理短期補習班,新莊區,65000050,中原路147號(1、2樓)、151號(1層),43140
私立弘欣文理短期補習班,新莊區,65000050,中港路70號2樓,43109
私立寧馨園文理短期補習班,新莊區,65000050,龍安路517號2樓、519號2樓,42954
私立曼波魚技藝文理短期補習班,新莊區,65000050,民安西路155巷7弄4號(1樓、2樓)、139巷10號(1樓),42949
私立古典貝多芬音樂短期補習班,新莊區,65000050,裕民街134巷4號(1樓),42930
私立復興文理短期補習班,新莊區,65000050,中平路81巷12號(第一層),42930
私立詹凱文理短期補習班,新莊區,65000050,中平路198巷31號1樓,42920
私立佳加文理短期補習班,新莊區,65000050,雙鳳路134巷1號1樓及夾層,42900
私立畢貝爾文理短期補習班,新莊區,65000050,中正路726之30號1樓,42856
私立享學文理短期補習班,新莊區,65000050,中平路198巷4號(1樓)、198巷5號1、2樓,42741
私立睿智南莊文理短期補習班,新莊區,65000050,西盛街204巷11號(1、2樓),42739
私立永育全文理短期補習班,新莊區,65000050,裕民街55巷15號1樓、14之1號2樓、12號2樓,42724
私立創價技藝短期補習班,新莊區,65000050,富國路100號6樓,42710
私立新日升文理短期補習班,新莊區,65000050,昌明街50號(1樓),42649
私立康為美語文理短期補習班,新莊區,65000050,昌平街84號1、2樓,42615
私立翔升一對一文理語文短期補習班,新莊區,65000050,富國路55之1號(2樓),42573
私立慶長日語短期補習班,新莊區,65000050,新泰路280號2樓,42565
私立新文林語文短期補習班,新莊區,65000050,成功街67號2樓,42556
私立傑恩語文文理短期補習班,新莊區,65000050,裕民街103巷7號1樓,42489
私立安德列畫室美術短期補習班,新莊區,65000050,中平路198巷16號1樓,42426
私立緯盛文化股份有限公司附設英勝文理語文技藝短期補習班,新莊區,65000050,富貴路88號4樓,42391
私立瑪麗安娜文理語文短期補習班,新莊區,65000050,昌平街82巷3、5號(各1樓),42320
私立歐陽慧珍龍安舞蹈短期補習班,新莊區,65000050,龍安路1之3號1、2樓(由1之3號1樓、1之5號1、2樓、1號2樓合併),42314
私立新萊斯特文理語文短期補習班,新莊區,65000050,民安路270號(1樓)、270之1號(2樓)、272號(1樓)、272之1號(2樓),42289
私立迎加語文短期補習班,新莊區,65000050,雙鳳路108巷18號1樓,42241
私立劉氏文教事業股份有限公司附設劉氏美術文理短期補習班,新莊區,65000050,中華路2段162號2樓,42178
私立育城文理短期補習班,新莊區,65000050,中榮街56巷10號1、2樓,42111
森林藝術技藝文理短期補習班,新莊區,65000050,中港路409號2樓,41976
私立宏偉文理短期補習班,新莊區,65000050,中平路76號2樓、78號3樓、78號2樓,41941
私立巨登榮富文理語文短期補習班,新莊區,65000050,中榮街118、120、124號(各1樓)、中榮街122巷1號1樓、152巷6號1樓,41900
私立惠園美語文理短期補習班,新莊區,65000050,裕民街54巷2號2樓之1,41879
私立弘韻舞蹈短期補習班,新莊區,65000050,中華路1段8號9樓,41878
私立克拉拉音樂藝術學苑短期補習班,新莊區,65000050,幸福路535之1號2樓,41862
私立奇異鳥實業有限公司附設奇異文理短期補習班,新莊區,65000050,中平路108號3樓之2,41852
私立智勝學苑語文文理短期補習班,新莊區,65000050,中和街155巷1號1、2樓、16號1、2樓、2號4樓,41830
私立壹方國文文理短期補習班,新莊區,65000050,中港路94號2樓,41830
私立勝閎文理語文短期補習班,新莊區,65000050,中華路1段8號2樓,41750
私立發掘音樂短期補習班,新莊區,65000050,中港路568號1樓,41750
私立順合語文文理短期補習班,新莊區,65000050,福美街62巷31、33號(1樓及夾層),41662
私立陞優語文文理短期補習班,新莊區,65000050,中港路615巷21弄6號1樓,41654
私立芸想美術技藝短期補習班,新莊區,65000050,中港路471號2樓,41597
私立樂奇電腦技藝短期補習班,新莊區,65000050,八德街153巷16號1樓,41593
私立學冠文理短期補習班,新莊區,65000050,中正路213之1號2樓,41589
新北市私立裕豐音樂短期補習班,新莊區,65000050,裕民街37巷7號1樓,41571
私立純粹音樂短期補習班,新莊區,65000050,中華路2段254號1樓,41542
私立羅杰立文理短期補習班,新莊區,65000050,幸福路825號2樓,41509
私立莘莘文理短期補習班,新莊區,65000050,民安西路49巷5號1樓,37956
私立芽米音樂文理短期補習班,新莊區,65000050,立信五街18號1樓,41488
私立玫瑰舞蹈短期補習班,新莊區,65000050,中榮街32號2樓,41445
私立大友誠作文語文文理短期補習班,新莊區,65000050,民安西路128號,41358
私立學譽美語文理短期補習班,新莊區,65000050,中港路22號1樓、26號2樓,41341
私立成德菁英文理語文短期補習班,新莊區,65000050,四維路21號(2樓)、19號(5樓、12樓),41328
私立高忠文理短期補習班,新莊區,65000050,中平路202號2樓,41310
私立育誠文理短期補習班,新莊區,65000050,中和街186巷17號(1、2樓),41246
私立芭洛克藝術學苑短期補習班,新莊區,65000050,中信街116號1樓,41246
私立宇智文理補習班,新莊區,65000050,新興街20號,41228
私立新群英文理短期補習班,新莊區,65000050,中華路二段158號2樓,41204
私立意蕓國際股份有限公司附設康加美語文理短期補習班,新莊區,65000050,昌平街35號(1樓及地下1樓),41201
私立緯林美語文理短期補習班,新莊區,65000050,新樹路629號、631號(1樓及夾層),41169
私立大蘋果美語文理短期補習班,新莊區,65000050,中和街155巷24弄16號1、2樓,41148
私立巧依斯語文短期補習班,新莊區,65000050,五工二路50巷23號1樓,41067
私立新友誠文理短期補習班,新莊區,65000050,富國路115號3樓,41054
私立冠雅珠心算短期補習班,新莊區,65000050,昌平街82巷13弄21號1樓,41039
私立友誠文理短期補習班,新莊區,65000050,富國路115號4樓,40959
私立聖桀珠心算語文文理短期補習班,新莊區,65000050,中華路2段210巷5號1樓、7號1樓、昌平街41巷12號2樓,40953
私立菁鋒文理語文短期補習班,新莊區,65000050,民安西路149號2樓,40952
私立陳曦文理語文短期補習班,新莊區,65000050,成功街24號1樓,40927
私立魔力文理語文短期補習班,新莊區,65000050,中榮街152巷36號(1樓),40926
私立中國青年救國團附設中安語文美容插花電腦太極拳短期補習班,新莊區,65000050,中港路306號6樓、308號6樓,40822
私立傑斯文理語文短期補習班,新莊區,65000050,中和街186巷3號1、2樓,40795
私立意蕓國際股份有限公司附設康禾文理短期補習班,新莊區,65000050,中榮街152巷46號1樓,40795
私立學林文理語文短期補習班,新莊區,65000050,中平路110巷14號1、2樓,40739
私立欣名揚文理語文短期補習班,新莊區,65000050,四維路19號4樓、21號9樓,40736
宏達文理短期補習班,新莊區,65000050,中平路3號3樓,40716
私立牙米兒童美術短期補習班,新莊區,65000050,富國路115號2樓,40703
私立幾荷美術短期補習班,新莊區,65000050,民安西路139巷16號1、2樓,40696
私立豆智園文理短期補習班,新莊區,65000050,復興路2段159號1樓之1(1、2樓),37971
私立意蕓國際股份有限公司附設溫莎公爵美語文理短期補習班,新莊區,65000050,中和街155巷24弄12號1、2樓,40626
私立昌隆建中文理短期補習班,新莊區,65000050,昌平街75號1、2樓,40589
私立童話童畫藝術聚坊美術短期補習班,新莊區,65000050,立信一街78、80號(各1樓及夾層),40567
私立杏晟文理技藝短期補習班,新莊區,65000050,中榮街126號(由126號1樓、128號1樓合併),40564
私立動手動腳舞蹈短期補習班,新莊區,65000050,昌平街73號地下1樓,40522
私立好學園文理美語珠心算短期補習班,新莊區,65000050,新泰路225巷15號2樓,40506
私立喬伊坊文理語文短期補習班,新莊區,65000050,昌隆街13號1、2樓、11號2樓,40477
私立建中昌平文理短期補習班,新莊區,65000050,中原路109號2樓之2,40473
私立九又四分之三故事小月台文理技藝短期補習班,新莊區,65000050,新泰路252號3樓,40464
私立羚躍舞蹈短期補習班,新莊區,65000050,中港路135號2樓,38326
私立智基科技開發股份有限公司附設志光中正文理法商,新莊區,65000050,中正路393號7樓,40451
私立冠智文教有限公司附設冠智文理短期補習班,新莊區,65000050,中和街155巷2號2樓,40458
私立美加語文短期補習班,新莊區,65000050,雙鳳路150號1、2樓及雙鳳路134巷3號1樓,40410
私立台灣知識庫股份有限公司新莊分公司附設數位學堂建興文理短期補習班,新莊區,65000050,建興街9號1樓,40360
私立貝多芬音樂短期補習班,新莊區,65000050,民安西路212巷12之1號1樓,40352
私立銳揚文理語文短期補習班,新莊區,65000050,四維路126巷6號4樓,40340
私立古德艾德文理語文短期補習班,新莊區,65000050,中原路319號(1層及夾層),40259
私立進化文理短期補習班,新莊區,65000050,中原路321號(1層及夾層),40250
私立伊貝妮美語美術短期補習班,新莊區,65000050,新泰路255巷8號1樓,40254
私立創造菁英文理短期補習班,新莊區,65000050,中正路736號1樓,40217
私立巨匠電腦股份有限公司新莊中正分公司附設巨九電腦短期補習班,新莊區,65000050,中正路287、289號各1、2樓,40207
私立璞璞畫室美術短期補習班,新莊區,65000050,中港路471號3樓,40193
私立盈韻音樂短期補習班,新莊區,65000050,中和街155巷24弄2號1、2樓,40167
私立台灣拓人教育事業股份有限公司附設拓人6文理語文短期補習班,新莊區,65000050,龍安路69巷2號(1樓及夾層),40150
私立資優文理短期補習班,新莊區,65000050,瓊泰路115號1、2樓、133號1樓,40132
私立耕穗文理語文短期補習班,新莊區,65000050,幸福路801巷8號1樓,40108
私立欣名門文理語文短期補習班,新莊區,65000050,民安西路212巷6號1樓、10號1樓、12號1樓,40079
私立群曜文理語文短期補習班,新莊區,65000050,中和街155巷12號(1、2樓)、14號(1、2樓),40050
私立蒙特瑞美語短期補習班,新莊區,65000050,中榮街27號1樓,39995
私立毅學學園美語短期補習班,新莊區,65000050,中平路198巷21號1樓,40037
私立煜文文理語文短期補習班,新莊區,65000050,中和街59巷20號1樓,40014
私立蘇老師兒童美語短期補習班,新莊區,65000050,中平路181號2樓,40011
私立歐巴瑪語文短期補習班,新莊區,65000050,昌平街82巷13弄12號,39923
奧司大文理短期補習班,新莊區,65000050,中和街59巷28號1樓,39897
私立科辰語文短期補習班,新莊區,65000050,成功街22號1、2樓,39834
私立和美音樂短期補習班,新莊區,65000050,中和街204巷9號1樓,39832
私立長春藤文理技藝短期補習班,新莊區,65000050,民安西路184號(1、2樓),39822
私立捷能語文短期補習班,新莊區,65000050,龍安路461號2樓,39791
私立萊斯特文理語文短期補習班,新莊區,65000050,民安西路144號(1、2、3樓)、146號(1、2、3樓),39773
私立小巨人文理電腦語言短期補習班,新莊區,65000050,中和街59巷2號2樓、61號2樓,37847
私立舞雩舞集舞蹈技藝短期補習班,新莊區,65000050,中平路110巷22號(1、2樓及地下1樓),39745
私立建欣文理語文短期補習班,新莊區,65000050,自立街232、234號1樓,39714
私立正恩文理短期補習班,新莊區,65000050,中華路1段8號8樓,39686
私立陳立教育事業股份有限公司附設誠立文理語文短期補習班,新莊區,65000050,中正路171號4樓,37494
私立新昌隆文教有限公司附設佳玢英語短期補習班,新莊區,65000050,中華路2段162號1樓,39602
私立頤學文理技藝短期補習班,新莊區,65000050,昌隆街11號1樓,39617
私立吉安文理珠心算短期補習班,新莊區,65000050,成功街72號1樓,39601
私立福華文理技藝短期補習班,新莊區,65000050,中和街155巷15號(1、2樓),39511
私立惠文文理語文短期補習班,新莊區,65000050,西盛街170號(併170號2樓),39534
私立大成樂器有限公司附設大成幸福音樂短期補習班,新莊區,65000050,幸福路731號2樓,39478
私立蘿拉美語短期補習班,新莊區,65000050,中正路881之7號2樓,39406
私立高明一對一文理短期補習班,新莊區,65000050,中正路160號4樓、162號2樓,39401
私立博新文理語文短期補習班,新莊區,65000050,富國路100號2樓,39308
私立長陞文理語文電腦短期補習班,新莊區,65000050,中和街155巷17號(1、2層),39153
私立是優文理語文短期補習班,新莊區,65000050,昌平街53號2樓、55號2樓、59巷9號1樓、昌明街76號1樓,39149
私立全方位菁英語文文理短期補習班,新莊區,65000050,富國路22巷11、13號(各1、2樓),39122
私立學耀文理短期補習班,新莊區,65000050,中港路161巷2之1號,39120
私立學喆文理短期補習班,新莊區,65000050,中平路270巷5號1、2樓,39105
私立喬英文理短期補習班,新莊區,65000050,民安西路164號1樓,39105
私立科見昌平語文文理美術短期補習班,新莊區,65000050,昌平街1號1、2樓、7號2樓、昌隆街31號2樓,37494
私立高斯文理短期補習班,新莊區,65000050,中和街99號1、2樓,39076
譜卡文化事業有限公司附設新莊大新音樂短期補習班,新莊區,65000050,中港路306號7樓,36081
私立楷模文理語文技藝短期補習班,新莊區,65000050,八德街15巷5號、民安路179號2樓,38947
私立學昇文理語文短期補習班,新莊區,65000050,中港路61號1樓、63號1樓,38943
私立大魚美術短期補習班,新莊區,65000050,立信五街8號,38943
私立泓昇文理語文短期補習班,新莊區,65000050,龍安路477號1、2、3樓、479號,38943
私立群越文理短期補習班,新莊區,65000050,中正路334巷25弄41號、建中街139號,38925
私立伯特文理美語短期補習班,新莊區,65000050,西盛街388巷10號1樓,38918
私立夢想家美語短期補習班,新莊區,65000050,裕民街130號1樓,38911
私立群耀語文短期補習班,新莊區,65000050,幸褔路745號2樓,38855
私立龍安文教有限公司附設佳韺英語短期補習班,新莊區,65000050,龍安路114號1、2樓,38817
私立青園語文短期補習班,新莊區,65000050,中平路180號地下1樓,38810
私立蒂芬妮文理短期補習班,新莊區,65000050,新泰路132號3樓,38810
私立巨采文理語文短期補習班,新莊區,65000050,建安街121巷15號1樓,38810
私立紅番茄文理短期補習班,新莊區,65000050,昌平街31巷18號1樓,38799
私立群躍文理短期補習班,新莊區,65000050,中和街155巷19號1、2樓,38798
私立根基文理短期補習班,新莊區,65000050,中正路160號2樓,38786
私立高升語文文理短期補習班,新莊區,65000050,中港路64號1、2樓,38757
私立聯城電腦短期補習班,新莊區,65000050,中正路162號5樓,38737
私立凱琳美語文理技藝短期補習班,新莊區,65000050,中港路177號(1、2層)、161巷6號(1層),38735
私立喬聖語文短期補習班,新莊區,65000050,中原路127號2樓之2,38728
維馨文理語文短期補習班,新莊區,65000050,八德街150號1樓、151號2樓,38722
私立優質生文理短期補習班,新莊區,65000050,中港路223號2樓,38722
私立張葳資優美語短期補習班,新莊區,65000050,四維路198號,38721
私立瑋上文理語文短期補習班,新莊區,65000050,福樂街88巷21、23號1樓,38701
私立儒霖文理短期補習班,新莊區,65000050,中和街214號2樓,38701
耕光股份有限公司附設達儒文理短期補習班,新莊區,65000050,民安西路225號2樓,38689
私立南雅文理短期補習班,新莊區,65000050,裕民街90巷13號1樓,38631
私立品學美語短期補習班,新莊區,65000050,中港路133、135號6樓、公園路208號7樓,38631
私立佶爾語文短期補習班,新莊區,65000050,公園一路82號2樓,38618
私立創曄文理語文短期補習班,新莊區,65000050,中榮街56巷1-1號2樓、58-1號,38615
私立奇異鳥文理短期補習班,新莊區,65000050,中平路108號4樓,38611
